iso_code,name,sp_2024,old_sp_2050,new_sp_2050,observed_rate,correction_reason
pav,Wari',2721,1233,2721,0.0,no observed rate; projected flat
pay,Pech,990,198,990,0.0,no observed rate; projected flat
pbb,Paez,60000,40504,60000,0.0,no observed rate; projected flat
pbh,Panare,3100,2093,3100,0.0,no observed rate; projected flat
pbl,Mak (Nigeria),5690,2577,5690,0.0,no observed rate; projected flat
pbp,Badyara,12000,8101,12000,0.0,no observed rate; projected flat
pby,Pyu,100,45,100,0.0,no observed rate; projected flat
pcb,Pear,550,110,550,0.0,no observed rate; projected flat
pcd,Picard,200000,135012,200000,0.0,no observed rate; projected flat
pci,Duruwa,51200,34563,51200,0.0,no observed rate; projected flat
pcj,Gorum,3375,1529,3375,0.0,no observed rate; projected flat
pck,Paite Chin,64100,43271,64100,0.0,no observed rate; projected flat
pcn,Piti,5530,2505,5530,0.0,no observed rate; projected flat
pda,Anam,1070,485,1070,0.0,no observed rate; projected flat
pdc,Pennsylvania German,98700,66628,98700,0.0,no observed rate; projected flat
pdi,Pa Di,5500,2491,5500,0.0,no observed rate; projected flat
pdo,Padoe,6000,2718,6000,0.0,no observed rate; projected flat
peg,Pengo,65000,29443,65000,0.0,no observed rate; projected flat
peh,Gansu Bonan,12500,5662,12500,0.0,no observed rate; projected flat
pei,Chichimeca-Jonaz,1582,717,1582,0.0,no observed rate; projected flat
pez,Eastern Penan,5000,2265,5000,0.0,no observed rate; projected flat
pfa,Pááfang,1320,598,1320,0.0,no observed rate; projected flat
pgg,Pangwali,17000,7700,17000,0.0,no observed rate; projected flat
pgi,Pagi,1100,498,1100,0.0,no observed rate; projected flat
pgk,Rerep,380,172,380,0.0,no observed rate; projected flat
phh,Phula,10000,6751,10000,0.0,no observed rate; projected flat
phk,Phake,2000,906,2000,0.0,no observed rate; projected flat
phl,Phalura,9841,6643,9841,0.0,no observed rate; projected flat
pho,Phunoi,11809,7972,11809,0.0,no observed rate; projected flat
phq,Phana',550,249,550,0.0,no observed rate; projected flat
pia,O'ob,550,249,550,0.0,no observed rate; projected flat
pib,Piro,3490,1581,3490,0.0,no observed rate; projected flat
pic,Pinji,5000,2265,5000,0.0,no observed rate; projected flat
pid,Piaroa,13773,9298,13773,0.0,no observed rate; projected flat
pif,Pingelapese,200,91,200,0.0,no observed rate; projected flat
pih,Pitcairn-Norfolk,315,143,315,0.0,no observed rate; projected flat
pin,Piame,50,10,50,0.0,no observed rate; projected flat
pio,Piapoco,6041,2736,6041,0.0,no observed rate; projected flat
pir,Piratapuyo,1330,602,1330,0.0,no observed rate; projected flat
piu,Pintupi-Luritja,2080,942,2080,0.0,no observed rate; projected flat
piv,Vaeakau-Taumako,1662,1122,1662,0.0,no observed rate; projected flat
piw,Pimbwe,29000,19577,29000,0.0,no observed rate; projected flat
pix,Piu,100,45,100,0.0,no observed rate; projected flat
piz,Pije,160,72,160,0.0,no observed rate; projected flat
pjt,Pitjantjatjara,3000,2025,3000,0.0,no observed rate; projected flat
pkh,Pankhu,3200,2160,3200,0.0,no observed rate; projected flat
pkp,Pukapuka,2030,920,2030,0.0,no observed rate; projected flat
pkt,Maleng,500,226,500,0.0,no observed rate; projected flat
plb,Narmoris,120,54,120,0.0,no observed rate; projected flat
ple,Palu'e,10000,4530,10000,0.0,no observed rate; projected flat
plg,Pilagá,6000,2718,6000,0.0,no observed rate; projected flat
plh,Paulohi,50,10,50,0.0,no observed rate; projected flat
plj,Polci,50000,33753,50000,0.0,no observed rate; projected flat
pln,Palenquero,2000,906,2000,0.0,no observed rate; projected flat
plu,Palikur,2000,906,2000,0.0,no observed rate; projected flat
ply,Bolyu,500,100,500,0.0,no observed rate; projected flat
pme,Pwaamei,220,100,220,0.0,no observed rate; projected flat
pmi,Northern Pumi,32300,21804,32300,0.0,no observed rate; projected flat
pmj,Southern Pumi,60000,40504,60000,0.0,no observed rate; projected flat
pmq,Northern Pame,5620,2546,5620,0.0,no observed rate; projected flat
pmr,Manat,50,10,50,0.0,no observed rate; projected flat
pms,Piemontese,2000000,4080579,2000000,0.0,no observed rate; projected flat
pmt,Tuamotuan,14400,9721,14400,0.0,no observed rate; projected flat
png,Pongu,20000,13501,20000,0.0,no observed rate; projected flat
pnh,Penrhyn,500,100,500,0.0,no observed rate; projected flat
pnn,Pinai-Hagahai,600,405,600,0.0,no observed rate; projected flat
pnq,Pana (Burkina Faso),7800,3533,7800,0.0,no observed rate; projected flat
pnt,Pontic,150000,67945,150000,0.0,no observed rate; projected flat
pnu,Jiongnai Bunu,5500,2491,5500,0.0,no observed rate; projected flat
pnw,Panyjima,50,10,50,0.0,no observed rate; projected flat
pnx,Phong-Kniang,1000,453,1000,0.0,no observed rate; projected flat
pnz,Pana (Central African Republic),85980,58042,85980,0.0,no observed rate; projected flat
poc,Poqomam,9548,4325,9548,0.0,no observed rate; projected flat
poi,Sierra Popoluca,26017,17563,26017,0.0,no observed rate; projected flat
pos,Sayula Popoluca,3025,1370,3025,0.0,no observed rate; projected flat
ppe,Papi,70,14,70,0.0,no observed rate; projected flat
ppl,Pipil,97,19,97,0.0,no observed rate; projected flat
ppm,Papuma,600,272,600,0.0,no observed rate; projected flat
ppn,Papapana,106,21,106,0.0,no observed rate; projected flat
ppq,Pei,80,16,80,0.0,no observed rate; projected flat
pqa,Pa'a,8000,3624,8000,0.0,no observed rate; projected flat
pqm,Maliseet-Passamaquoddy,500,226,500,0.0,no observed rate; projected flat
prc,Parachi,6900,3125,6900,0.0,no observed rate; projected flat
prm,Kibiri-Porome,1180,534,1180,0.0,no observed rate; projected flat
prn,Prasuni,8000,5400,8000,0.0,no observed rate; projected flat
prt,Prai,6281,2845,6281,0.0,no observed rate; projected flat
prx,Purik,132000,89108,132000,0.0,no observed rate; projected flat
prz,Providencia Sign Language,1500,679,1500,0.0,no observed rate; projected flat
psg,Penang Sign Language,500,226,500,0.0,no observed rate; projected flat
psl,Puerto Rican Sign Language,24000,16201,24000,0.0,no observed rate; projected flat
psn,Panasuan,800,362,800,0.0,no observed rate; projected flat
psq,Pasi,77,35,77,0.0,no observed rate; projected flat
psr,Portuguese Sign Language,4000,1812,4000,0.0,no observed rate; projected flat
psw,Port Sandwich,1200,544,1200,0.0,no observed rate; projected flat
pti,Pintiini,250,113,250,0.0,no observed rate; projected flat
pto,Zo'é,310,140,310,0.0,no observed rate; projected flat
ptr,Piamatsina,250,113,250,0.0,no observed rate; projected flat
puc,Punan Merap,200,91,200,0.0,no observed rate; projected flat
puf,Punan Merah,140,63,140,0.0,no observed rate; projected flat
pui,Puinave,7154,3241,7154,0.0,no observed rate; projected flat
pum,Puma,4000,1812,4000,0.0,no observed rate; projected flat
puw,Puluwatese,1360,616,1360,0.0,no observed rate; projected flat
pux,Puare,54,11,54,0.0,no observed rate; projected flat
pwa,Pawaia,4000,1812,4000,0.0,no observed rate; projected flat
pym,Fyem,7000,3171,7000,0.0,no observed rate; projected flat
pyu,Puyuma,1000,200,1000,0.0,no observed rate; projected flat
pzn,Jejara,1460,986,1460,0.0,no observed rate; projected flat
qub,Huallaga Quechua,40000,27002,40000,0.0,no observed rate; projected flat
quc,K'iche',922378,622660,922378,0.0,no observed rate; projected flat
quf,Lambayeque Quechua,20000,9059,20000,0.0,no observed rate; projected flat
quh,Bolivian Quechua,2300000,4736090,2300000,0.0,no observed rate; projected flat
quk,Chachapoyas Quechua,7000,3171,7000,0.0,no observed rate; projected flat
qul,Northern Bolivian Quechua,100000,67506,100000,0.0,no observed rate; projected flat
qum,Sipakapa,6344,2874,6344,0.0,no observed rate; projected flat
qus,Santiago del Estero Quechua,70000,47254,70000,0.0,no observed rate; projected flat
quv,Sakapulteko,3940,1785,3940,0.0,no observed rate; projected flat
qux,Yauyos Quechua,225,45,225,0.0,no observed rate; projected flat
quy,Ayacucho Quechua,900000,607553,900000,0.0,no observed rate; projected flat
quz,Cuzco Quechua,1500000,3002925,1500000,0.0,no observed rate; projected flat
qvc,Cajamarca Quechua,30000,13589,30000,0.0,no observed rate; projected flat
qvm,Alto Marañón Quechua,83400,56300,83400,0.0,no observed rate; projected flat
qvn,Yaru Quechua,60000,40504,60000,0.0,no observed rate; projected flat
qvo,Lowland Ecuadorian Quichua,17855,12053,17855,0.0,no observed rate; projected flat
qvs,San Martín Quechua,15000,3002,15000,0.0,no observed rate; projected flat
qvw,Jauja-Huanca Quechua,250000,168765,250000,0.0,no observed rate; projected flat
qvy,Queyu,7000,3171,7000,0.0,no observed rate; projected flat
qwh,Huaylas Quechua,336000,226820,336000,0.0,no observed rate; projected flat
qxs,Southern Qiang,130000,58886,130000,0.0,no observed rate; projected flat
raa,Dungmali,4609,2088,4609,0.0,no observed rate; projected flat
rab,Camling,30000,20252,30000,0.0,no observed rate; projected flat
rac,Rasawa,200,91,200,0.0,no observed rate; projected flat
raf,Western Mewahang,4650,2106,4650,0.0,no observed rate; projected flat
rah,Rabha,139365,94080,139365,0.0,no observed rate; projected flat
ram,Canela,2502,1133,2502,0.0,no observed rate; projected flat
rao,Rao,4000,1812,4000,0.0,no observed rate; projected flat
rap,Rapa Nui,2000,906,2000,0.0,no observed rate; projected flat
ras,Tegali,35700,24100,35700,0.0,no observed rate; projected flat
rau,Raute,700,473,700,0.0,no observed rate; projected flat
rav,Sampang,1000,200,1000,0.0,no observed rate; projected flat
raz,Rahambuu,5000,2265,5000,0.0,no observed rate; projected flat
reb,Rembong,5000,2265,5000,0.0,no observed rate; projected flat
res,Reshe,22000,14851,22000,0.0,no observed rate; projected flat
rga,Toksiki,75,15,75,0.0,no observed rate; projected flat
rgn,Romagnol,1500000,3002925,1500000,0.0,no observed rate; projected flat
rgs,Southern Roglai,20000,13501,20000,0.0,no observed rate; projected flat
rgu,Rikou,12000,8101,12000,0.0,no observed rate; projected flat
rhp,Yahang,591,268,591,0.0,no observed rate; projected flat
ria,Riang (India),5900,2672,5900,0.0,no observed rate; projected flat
ril,Riang (Myanmar),15500,10463,15500,0.0,no observed rate; projected flat
rit,Ritharrngu,300,136,300,0.0,no observed rate; projected flat
rjg,Rajong,6000,2718,6000,0.0,no observed rate; projected flat
rji,Raji,472,214,472,0.0,no observed rate; projected flat
rka,Kraol,1960,1323,1960,0.0,no observed rate; projected flat
rkb,Rikbaktsá,1085,491,1085,0.0,no observed rate; projected flat
rkh,Rakahanga-Manihiki,320,145,320,0.0,no observed rate; projected flat
rmb,Rembarrnga,69,14,69,0.0,no observed rate; projected flat
rmc,Carpathian Romani,472470,318945,472470,0.0,no observed rate; projected flat
rmk,Romkun,350,159,350,0.0,no observed rate; projected flat
rml,Baltic Romani,58460,39464,58460,0.0,no observed rate; projected flat
rmn,Balkan Romani,611800,413001,611800,0.0,no observed rate; projected flat
rmo,Sinte Romani,318920,215290,318920,0.0,no observed rate; projected flat
rmx,Romam,250,113,250,0.0,no observed rate; projected flat
rmy,Vlax Romani,885970,598082,885970,0.0,no observed rate; projected flat
rnp,Rongpo,12000,5436,12000,0.0,no observed rate; projected flat
rog,Northern Roglai,25000,16876,25000,0.0,no observed rate; projected flat
roh,Romansch,60000,40504,60000,0.0,no observed rate; projected flat
ror,Rongga,4000,1812,4000,0.0,no observed rate; projected flat
row,Dela-Oenale,7000,4725,7000,0.0,no observed rate; projected flat
rri,Ririo,79,16,79,0.0,no observed rate; projected flat
rth,Ratahan,550,249,550,0.0,no observed rate; projected flat
rug,Roviana,7500,5063,7500,0.0,no observed rate; projected flat
ruo,Istro Romanian,300,136,300,0.0,no observed rate; projected flat
rup,Aromanian,350000,158538,350000,0.0,no observed rate; projected flat
ruq,Megleno-Romanian,5000,2265,5000,0.0,no observed rate; projected flat
rut,Rutul,19000,12826,19000,0.0,no observed rate; projected flat
ruy,Mala,6630,3003,6630,0.0,no observed rate; projected flat
ruz,Ruma,5090,2306,5090,0.0,no observed rate; projected flat
rwa,Rawo,506,229,506,0.0,no observed rate; projected flat
ryu,Okinawan,95000,19013,95000,0.0,no observed rate; projected flat
saa,Saba,1340,607,1340,0.0,no observed rate; projected flat
sab,Bocotá,2500,1132,2500,0.0,no observed rate; projected flat
sac,Sauk-Fox,200,40,200,0.0,no observed rate; projected flat
sad,Sandawe,60000,40504,60000,0.0,no observed rate; projected flat
sah,Yakut,456288,308022,456288,0.0,no observed rate; projected flat
sak,Sake,8000,3624,8000,0.0,no observed rate; projected flat
sao,Sause,300,136,300,0.0,no observed rate; projected flat
sas,Sasak,2600000,5397262,2600000,0.0,no observed rate; projected flat
say,Zaar,150000,101259,150000,0.0,no observed rate; projected flat
sbe,Saliba,2500,1132,2500,0.0,no observed rate; projected flat
sbf,Shabo,300,60,300,0.0,no observed rate; projected flat
sbi,Seti,113,51,113,0.0,no observed rate; projected flat
sbq,Sirva,200,91,200,0.0,no observed rate; projected flat
sbs,Subiya,24500,16539,24500,0.0,no observed rate; projected flat
sbt,Kimki,500,226,500,0.0,no observed rate; projected flat
sbw,Simba,3000,1359,3000,0.0,no observed rate; projected flat
scb,Sach,500,226,500,0.0,no observed rate; projected flat
sce,Dongxiang,200000,135012,200000,0.0,no observed rate; projected flat
sci,Sri Lanka Malay,35000,15854,35000,0.0,no observed rate; projected flat
sco,Scots,89000,40314,89000,0.0,no observed rate; projected flat
scp,Helambu Sherpa,9842,4458,9842,0.0,no observed rate; projected flat
scw,Sha,3000,1359,3000,0.0,no observed rate; projected flat
sdc,Sassarese Sardinian,100000,67506,100000,0.0,no observed rate; projected flat
sde,Surubu,7170,3248,7170,0.0,no observed rate; projected flat
sdn,Gallurese Sardinian,100000,67506,100000,0.0,no observed rate; projected flat
sdp,Sherdukpen,1000,453,1000,0.0,no observed rate; projected flat
sea,Semai,14500,9788,14500,0.0,no observed rate; projected flat
seg,Segeju,7000,3171,7000,0.0,no observed rate; projected flat
sei,Seri,858,389,858,0.0,no observed rate; projected flat
seo,Asaba,145,66,145,0.0,no observed rate; projected flat
sgg,Swiss-German Sign Language,5500,2491,5500,0.0,no observed rate; projected flat
sgh,Shughni,90000,60755,90000,0.0,no observed rate; projected flat
sgk,Sangkong,1000,453,1000,0.0,no observed rate; projected flat
sgp,Singpho,2500,1132,2500,0.0,no observed rate; projected flat
sgr,Sangisari,36000,24302,36000,0.0,no observed rate; projected flat
sgt,Brokpake,2500,1132,2500,0.0,no observed rate; projected flat
sgu,Salas,50,10,50,0.0,no observed rate; projected flat
shb,Ninam,560,378,560,0.0,no observed rate; projected flat
shg,Shua,4100,1857,4100,0.0,no observed rate; projected flat
shh,Shoshone,1000,453,1000,0.0,no observed rate; projected flat
shj,Shatt,30000,20252,30000,0.0,no observed rate; projected flat
sho,Shanga,5000,2265,5000,0.0,no observed rate; projected flat
shp,Shipibo,22517,15200,22517,0.0,no observed rate; projected flat
shs,Secwepemctsin (Shuswap),210,42,210,0.0,no observed rate; projected flat
shv,Jibbali,5000,2265,5000,0.0,no observed rate; projected flat
shw,Shwai,3500,1585,3500,0.0,no observed rate; projected flat
shx,She,1000,200,1000,0.0,no observed rate; projected flat
sii,Shom Peng,350,159,350,0.0,no observed rate; projected flat
sij,Numbami,270,122,270,0.0,no observed rate; projected flat
sik,Shikuyana,81,37,81,0.0,no observed rate; projected flat
sim,Mende,2528,1145,2528,0.0,no observed rate; projected flat
sir,Siri,3800,1721,3800,0.0,no observed rate; projected flat
siu,Galu,208,94,208,0.0,no observed rate; projected flat
siv,Sumariup,80,16,80,0.0,no observed rate; projected flat
siy,Sivandi,7030,3184,7030,0.0,no observed rate; projected flat
siz,Siwi,10000,6751,10000,0.0,no observed rate; projected flat
sja,Epena,88800,59945,88800,0.0,no observed rate; projected flat
sjd,Kildin Saami,300,60,300,0.0,no observed rate; projected flat
sjg,Assangori,23500,15864,23500,0.0,no observed rate; projected flat
sjl,Sajalong,4000,1812,4000,0.0,no observed rate; projected flat
sjo,Xibe,27000,18227,27000,0.0,no observed rate; projected flat
sjs,Senhaja de Srair,50000,33753,50000,0.0,no observed rate; projected flat
sjw,Shawnee,50,10,50,0.0,no observed rate; projected flat
skb,Saek,10000,4530,10000,0.0,no observed rate; projected flat
ske,Seke (Vanuatu),600,272,600,0.0,no observed rate; projected flat
skj,Seke (Nepal),7000,3171,7000,0.0,no observed rate; projected flat
skq,Sininkere,6000,2718,6000,0.0,no observed rate; projected flat
skv,Skou,350,159,350,0.0,no observed rate; projected flat
sle,Sholaga,24000,16201,24000,0.0,no observed rate; projected flat
slf,Swiss-Italian Sign Language,300,136,300,0.0,no observed rate; projected flat
sli,Lower Silesian,22900,15459,22900,0.0,no observed rate; projected flat
slr,Salar,95000,43032,95000,0.0,no observed rate; projected flat
slt,Sila,2118,959,2118,0.0,no observed rate; projected flat
sma,South Saami,600,272,600,0.0,no observed rate; projected flat
smc,Som,80,16,80,0.0,no observed rate; projected flat
sme,North Saami,25700,11641,25700,0.0,no observed rate; projected flat
smf,Auwe,270,122,270,0.0,no observed rate; projected flat
smh,Samei,18667,8456,18667,0.0,no observed rate; projected flat
smj,Lule Saami,1500,679,1500,0.0,no observed rate; projected flat
smn,Inari Saami,300,136,300,0.0,no observed rate; projected flat
sms,Skolt Saami,300,60,300,0.0,no observed rate; projected flat
smt,Simte,7150,3239,7150,0.0,no observed rate; projected flat
smy,Semnani,60000,40504,60000,0.0,no observed rate; projected flat
snf,Noon,37500,25315,37500,0.0,no observed rate; projected flat
sns,Nahavaq,700,317,700,0.0,no observed rate; projected flat
snu,Senggi,120,54,120,0.0,no observed rate; projected flat
snw,Selee,6000,2718,6000,0.0,no observed rate; projected flat
sny,Saniyo-Hiyewe,644,292,644,0.0,no observed rate; projected flat
soa,Thai Song,32300,21804,32300,0.0,no observed rate; projected flat
sob,Sobei,1850,838,1850,0.0,no observed rate; projected flat
soi,Sonha,579,262,579,0.0,no observed rate; projected flat
soj,Soi,7030,3184,7030,0.0,no observed rate; projected flat
sok,Sokoro,5000,2265,5000,0.0,no observed rate; projected flat
soo,Nsong,7080,3207,7080,0.0,no observed rate; projected flat
sov,Sonsorol,600,272,600,0.0,no observed rate; projected flat
sow,Sowanda,1100,498,1100,0.0,no observed rate; projected flat
soy,Miyobe,8700,3941,8700,0.0,no observed rate; projected flat
spb,Sepa (Indonesia),2600,1178,2600,0.0,no observed rate; projected flat
spe,Sepa (Papua New Guinea),200,91,200,0.0,no observed rate; projected flat
spg,Sian,275,125,275,0.0,no observed rate; projected flat
spk,Sengo,300,136,300,0.0,no observed rate; projected flat
spm,Sepen,409,185,409,0.0,no observed rate; projected flat
spn,Sanapaná,1500,679,1500,0.0,no observed rate; projected flat
spr,Saparua,10200,6886,10200,0.0,no observed rate; projected flat
spt,Spiti Bhoti,10000,4530,10000,0.0,no observed rate; projected flat
sqo,Sorkhei,10000,6751,10000,0.0,no observed rate; projected flat
sqs,Sri Lankan Sign Language,12800,8641,12800,0.0,no observed rate; projected flat
sqt,Soqoṭri,25000,11324,25000,0.0,no observed rate; projected flat
sra,Saruga,130,59,130,0.0,no observed rate; projected flat
srb,Sora,225000,151888,225000,0.0,no observed rate; projected flat
src,Logudorese Sardinian,500000,226483,500000,0.0,no observed rate; projected flat
sre,Sara,4000,1812,4000,0.0,no observed rate; projected flat
srf,Nafi,160,72,160,0.0,no observed rate; projected flat
srh,Sarikoli,16000,10801,16000,0.0,no observed rate; projected flat
sri,Siriano,217,98,217,0.0,no observed rate; projected flat
srl,Isirawa,1800,815,1800,0.0,no observed rate; projected flat
sro,Campidanese Sardinian,500000,337530,500000,0.0,no observed rate; projected flat
srq,Sirionó,50,10,50,0.0,no observed rate; projected flat
srt,Sauri,300,136,300,0.0,no observed rate; projected flat
sru,Paiter,920,417,920,0.0,no observed rate; projected flat
srx,Sirmauri,400000,270024,400000,0.0,no observed rate; projected flat
sry,Sera,432,196,432,0.0,no observed rate; projected flat
ssn,Sanye,17400,11746,17400,0.0,no observed rate; projected flat
sso,Sissano,300,136,300,0.0,no observed rate; projected flat
ssq,So'a,10000,6751,10000,0.0,no observed rate; projected flat
ssr,Swiss-French Sign Language,1700,770,1700,0.0,no observed rate; projected flat
ssv,Ngen,800,362,800,0.0,no observed rate; projected flat
ssz,Sengseng,1750,793,1750,0.0,no observed rate; projected flat
stf,Seta,155,70,155,0.0,no observed rate; projected flat
sth,Shelta,27000,18227,27000,0.0,no observed rate; projected flat
sti,Bulo Stieng,5500,2491,5500,0.0,no observed rate; projected flat
stm,Setaman,381,173,381,0.0,no observed rate; projected flat
sto,Stoney,1250,566,1250,0.0,no observed rate; projected flat
stq,Saterfriesisch,5000,2265,5000,0.0,no observed rate; projected flat
sts,Shumashti,54,11,54,0.0,no observed rate; projected flat
stw,Satawalese,460,208,460,0.0,no observed rate; projected flat
sua,Sulka,2500,1132,2500,0.0,no observed rate; projected flat
sue,Suena,3000,1359,3000,0.0,no observed rate; projected flat
sug,Suganga,680,308,680,0.0,no observed rate; projected flat
suq,Suri,28000,18902,28000,0.0,no observed rate; projected flat
suv,Puroik,7500,3397,7500,0.0,no observed rate; projected flat
suy,Suyá,409,185,409,0.0,no observed rate; projected flat
suz,Sunwar,26611,12054,26611,0.0,no observed rate; projected flat
sva,Svan,30000,20252,30000,0.0,no observed rate; projected flat
svb,Ulau-Suain,1271,576,1271,0.0,no observed rate; projected flat
sve,Serili,330,149,330,0.0,no observed rate; projected flat
svs,Savosavo,2500,1132,2500,0.0,no observed rate; projected flat
swb,Maore Comorian,97900,44345,97900,0.0,no observed rate; projected flat
swl,Swedish Sign Language,5500,2491,5500,0.0,no observed rate; projected flat
swm,Samosa,90,18,90,0.0,no observed rate; projected flat
swt,Sawila,3000,1359,3000,0.0,no observed rate; projected flat
swx,Zuruahã,136,62,136,0.0,no observed rate; projected flat
swy,Sarwa,2000,906,2000,0.0,no observed rate; projected flat
sxb,Suba,174000,117460,174000,0.0,no observed rate; projected flat
sxg,Shixing,1000,453,1000,0.0,no observed rate; projected flat
syi,Seki,14690,9917,14690,0.0,no observed rate; projected flat
syk,Sukur,15000,10126,15000,0.0,no observed rate; projected flat
syn,Senaya,100,45,100,0.0,no observed rate; projected flat
syo,Suoy,250,113,250,0.0,no observed rate; projected flat
syy,Al-Sayyid Bedouin Sign Language,150,68,150,0.0,no observed rate; projected flat
sza,Semelai,4103,2770,4103,0.0,no observed rate; projected flat
szb,Ngalum,18000,12151,18000,0.0,no observed rate; projected flat
szc,Semaq Beri,1244,563,1244,0.0,no observed rate; projected flat
sze,Sezo,3000,1359,3000,0.0,no observed rate; projected flat
szl,Upper Silesian,56000,37803,56000,0.0,no observed rate; projected flat
szp,Suabo,800,160,800,0.0,no observed rate; projected flat
szv,Isubu,800,362,800,0.0,no observed rate; projected flat
tab,Tabasaran,93630,63206,93630,0.0,no observed rate; projected flat
tad,Tause,300,136,300,0.0,no observed rate; projected flat
tae,Tariana,90,18,90,0.0,no observed rate; projected flat
taf,Tapirapé,564,255,564,0.0,no observed rate; projected flat
tag,Tagoi,13000,8776,13000,0.0,no observed rate; projected flat
tak,Tala,1000,453,1000,0.0,no observed rate; projected flat
tao,Tao,3000,600,3000,0.0,no observed rate; projected flat
tau,Upper Tanana,55,11,55,0.0,no observed rate; projected flat
tav,Tatuyo,331,150,331,0.0,no observed rate; projected flat
tax,Tamki,500,226,500,0.0,no observed rate; projected flat
taz,Tocho,3800,1721,3800,0.0,no observed rate; projected flat
tba,Aikanã,188,127,188,0.0,no observed rate; projected flat
tbd,Kaki Ae,510,231,510,0.0,no observed rate; projected flat
tbe,Tanimbili,50,10,50,0.0,no observed rate; projected flat
tbp,Taworta,140,63,140,0.0,no observed rate; projected flat
tbr,Tumtum,7300,3307,7300,0.0,no observed rate; projected flat
tbs,Tanguat,510,231,510,0.0,no observed rate; projected flat
tca,Tikuna,50102,33822,50102,0.0,no observed rate; projected flat
tcb,Tanacross,50,10,50,0.0,no observed rate; projected flat
tck,Tchitchege,2000,906,2000,0.0,no observed rate; projected flat
tcm,Tanahmerah,500,226,500,0.0,no observed rate; projected flat
tcq,Kaiy,250,113,250,0.0,no observed rate; projected flat
tcs,Torres Strait Creole,6000,4050,6000,0.0,no observed rate; projected flat
tct,T'en,20000,9059,20000,0.0,no observed rate; projected flat
tcx,Toda,1000,453,1000,0.0,no observed rate; projected flat
tda,Tagdal,15000,10126,15000,0.0,no observed rate; projected flat
tdd,Tai Neua,70000,31708,70000,0.0,no observed rate; projected flat
tde,Tiranige Diga,4200,1902,4200,0.0,no observed rate; projected flat
tdh,Thulung,1000,200,1000,0.0,no observed rate; projected flat
tdi,Tomadino,600,272,600,0.0,no observed rate; projected flat
tdj,Tajio,12000,5436,12000,0.0,no observed rate; projected flat
tdl,Sur,2000,1350,2000,0.0,no observed rate; projected flat
tds,Doutai,70,14,70,0.0,no observed rate; projected flat
tea,Temiar,55000,37128,55000,0.0,no observed rate; projected flat
tee,Huehuetla Tepehua,3000,1359,3000,0.0,no observed rate; projected flat
tef,Teressa,2080,942,2080,0.0,no observed rate; projected flat
tei,Lou,953,432,953,0.0,no observed rate; projected flat
teq,Temein,13000,8776,13000,0.0,no observed rate; projected flat
ter,Terena,19000,12826,19000,0.0,no observed rate; projected flat
teu,Soo,100,20,100,0.0,no observed rate; projected flat
tew,Tewa,1500,679,1500,0.0,no observed rate; projected flat
tex,Tennet,7000,3171,7000,0.0,no observed rate; projected flat
tey,Tulishi,2500,1132,2500,0.0,no observed rate; projected flat
tfn,Dena'ina,50,10,50,0.0,no observed rate; projected flat
tfo,Tefaro,100,45,100,0.0,no observed rate; projected flat
tfr,Teribe,3000,1359,3000,0.0,no observed rate; projected flat
tft,Ternate,42000,19025,42000,0.0,no observed rate; projected flat
tga,Sagalla,100000,67506,100000,0.0,no observed rate; projected flat
tgf,Chalikha,1000,453,1000,0.0,no observed rate; projected flat
tgj,Tagin,25000,16876,25000,0.0,no observed rate; projected flat
tgp,Tangoa,370,168,370,0.0,no observed rate; projected flat
tgs,Nume,700,317,700,0.0,no observed rate; projected flat
tgt,Central Tagbanwa,500,226,500,0.0,no observed rate; projected flat
tgu,Tangu,2330,1055,2330,0.0,no observed rate; projected flat
thd,Kuuk Thaayorre,150,68,150,0.0,no observed rate; projected flat
thf,Thangmi,18991,8602,18991,0.0,no observed rate; projected flat
thm,Thavung,450,90,450,0.0,no observed rate; projected flat
thp,Nłeʔkepmxcín (Thompson),154,31,154,0.0,no observed rate; projected flat
ths,Thakali,7113,3222,7113,0.0,no observed rate; projected flat
tht,Tāłtān (Tahltan),99,20,99,0.0,no observed rate; projected flat
thv,Tahaggart Tamahaq,62000,41854,62000,0.0,no observed rate; projected flat
thy,Tha,1000,453,1000,0.0,no observed rate; projected flat
tia,Tidikelt Tamazight,9000,4077,9000,0.0,no observed rate; projected flat
tif,Tifal,2800,1268,2800,0.0,no observed rate; projected flat
tin,Tindi,5000,2265,5000,0.0,no observed rate; projected flat
tio,Teop,5000,2265,5000,0.0,no observed rate; projected flat
tiq,Tiéfo,1000,453,1000,0.0,no observed rate; projected flat
tiu,Adasen Itneg,4000,1812,4000,0.0,no observed rate; projected flat
tiw,Tiwi,1500,679,1500,0.0,no observed rate; projected flat
tix,Southern Tiwa,1600,725,1600,0.0,no observed rate; projected flat
tji,Northern Tujia,65000,13009,65000,0.0,no observed rate; projected flat
tjo,Tahshanit,6000,2718,6000,0.0,no observed rate; projected flat
tjs,Southern Tujia,2000,400,2000,0.0,no observed rate; projected flat
tkl,Tokelauan,4000,1812,4000,0.0,no observed rate; projected flat
tkr,Tsakhur,19000,12826,19000,0.0,no observed rate; projected flat
tks,Takestani,220000,148513,220000,0.0,no observed rate; projected flat
tkw,Teanu,54,11,54,0.0,no observed rate; projected flat
tkx,Tangko,51,23,51,0.0,no observed rate; projected flat
tlb,Tobelo,15000,6794,15000,0.0,no observed rate; projected flat
