iso_code,name,sp_2024,old_sp_2050,new_sp_2050,observed_rate,correction_reason
aac,Ari,50,10,50,0.0,no observed rate; projected flat
aad,Amal,388,176,388,0.0,no observed rate; projected flat
aae,Arbëreshë,50000,33753,50000,0.0,no observed rate; projected flat
aaf,Aranadan,200,91,200,0.0,no observed rate; projected flat
aah,Abu',2560,1160,2560,0.0,no observed rate; projected flat
aai,Arifama-Miniafia,3470,1572,3470,0.0,no observed rate; projected flat
aat,Arvanitika,50000,33753,50000,0.0,no observed rate; projected flat
aau,Abau,7000,3171,7000,0.0,no observed rate; projected flat
aaz,Amarasi,70000,47254,70000,0.0,no observed rate; projected flat
abb,Bankon,12000,8101,12000,0.0,no observed rate; projected flat
abd,Camarines Norte Agta,4000,2700,4000,0.0,no observed rate; projected flat
abf,Abai Sungai,250,113,250,0.0,no observed rate; projected flat
abh,Tajiki Spoken Arabic,6000,2718,6000,0.0,no observed rate; projected flat
abp,Abellen Ayta,3500,1585,3500,0.0,no observed rate; projected flat
abq,Abaza,47880,32322,47880,0.0,no observed rate; projected flat
abz,Abui,16000,7247,16000,0.0,no observed rate; projected flat
aca,Achagua,283,128,283,0.0,no observed rate; projected flat
acn,Xiandao,40,18,40,0.0,no observed rate; projected flat
acr,Achi',51593,34828,51593,0.0,no observed rate; projected flat
acu,Achuar,5443,2465,5443,0.0,no observed rate; projected flat
acy,Cypriot Spoken Arabic,1000,453,1000,0.0,no observed rate; projected flat
acz,Acheron,20000,13501,20000,0.0,no observed rate; projected flat
adi,Adi,100190,67634,100190,0.0,no observed rate; projected flat
adl,Galo,35000,23627,35000,0.0,no observed rate; projected flat
adn,Adang,7000,3171,7000,0.0,no observed rate; projected flat
ado,Abu,2347,1063,2347,0.0,no observed rate; projected flat
ads,Adamorobe Sign Language,35,16,35,0.0,no observed rate; projected flat
adt,Adnyamathanha,100,45,100,0.0,no observed rate; projected flat
adz,Adzera,28900,19509,28900,0.0,no observed rate; projected flat
aek,Haeke,100,20,100,0.0,no observed rate; projected flat
ael,Ambele,3600,2430,3600,0.0,no observed rate; projected flat
aem,Arem,50,10,50,0.0,no observed rate; projected flat
aeq,Aer,200,91,200,0.0,no observed rate; projected flat
aer,Eastern and Central Arrernte,3820,1730,3820,0.0,no observed rate; projected flat
aeu,Akeu,5000,2265,5000,0.0,no observed rate; projected flat
aew,Ambakich,770,349,770,0.0,no observed rate; projected flat
afd,Meakambut,100,45,100,0.0,no observed rate; projected flat
afi,Chini,75,15,75,0.0,no observed rate; projected flat
afn,Defaka,100,20,100,0.0,no observed rate; projected flat
aft,Afitti,4000,1812,4000,0.0,no observed rate; projected flat
afz,Obokuitai,120,54,120,0.0,no observed rate; projected flat
agf,Arguni,150,68,150,0.0,no observed rate; projected flat
agg,Angor,1250,566,1250,0.0,no observed rate; projected flat
agj,Argobba,10860,7331,10860,0.0,no observed rate; projected flat
agl,Fembe,350,159,350,0.0,no observed rate; projected flat
agr,Aguaruna,55000,37128,55000,0.0,no observed rate; projected flat
agt,Central Cagayan Agta,780,353,780,0.0,no observed rate; projected flat
agu,Awakateko,16272,10985,16272,0.0,no observed rate; projected flat
agx,Aghul,9000,4077,9000,0.0,no observed rate; projected flat
agy,Kabulowan,450,90,450,0.0,no observed rate; projected flat
ahl,Igo,6000,2718,6000,0.0,no observed rate; projected flat
ahn,Àhàn,300,136,300,0.0,no observed rate; projected flat
aib,Ainu (China),6000,2718,6000,0.0,no observed rate; projected flat
aic,Ainbai,110,50,110,0.0,no observed rate; projected flat
aie,Amara,116,53,116,0.0,no observed rate; projected flat
aif,Agi,670,303,670,0.0,no observed rate; projected flat
aij,Inter-Zab Jewish Neo-Aramaic,5500,1101,5500,0.0,no observed rate; projected flat
aik,Ake,1000,675,1000,0.0,no observed rate; projected flat
ail,Aimele,140,63,140,0.0,no observed rate; projected flat
aim,Aimol,2640,1196,2640,0.0,no observed rate; projected flat
aio,Tai Aiton,1500,679,1500,0.0,no observed rate; projected flat
ais,Sakizaya,550,249,550,0.0,no observed rate; projected flat
aja,Aja,200,91,200,0.0,no observed rate; projected flat
ajt,Judeo-Tunisian Arabic,352500,237958,352500,0.0,no observed rate; projected flat
aju,Judeo-Moroccan Arabic,258930,174793,258930,0.0,no observed rate; projected flat
akc,Mpur,7000,3171,7000,0.0,no observed rate; projected flat
akg,Anakalangu,25000,16876,25000,0.0,no observed rate; projected flat
aki,Aiome,620,281,620,0.0,no observed rate; projected flat
aku,Akum,600,272,600,0.0,no observed rate; projected flat
akv,Akhvakh,5000,2265,5000,0.0,no observed rate; projected flat
akz,Alabama,275,125,275,0.0,no observed rate; projected flat
ala,Alago,15000,10126,15000,0.0,no observed rate; projected flat
all,Allar,350,159,350,0.0,no observed rate; projected flat
alm,Varavara,100,45,100,0.0,no observed rate; projected flat
alp,Alune,12000,8101,12000,0.0,no observed rate; projected flat
alr,Alutor,1000,200,1000,0.0,no observed rate; projected flat
alt,Southern Altai,10000,4530,10000,0.0,no observed rate; projected flat
alx,Aru,270,122,270,0.0,no observed rate; projected flat
aly,Alyawarr,1664,1123,1664,0.0,no observed rate; projected flat
amc,Amahuaca,189,86,189,0.0,no observed rate; projected flat
ame,Amuesha,8000,3624,3168,-0.035002,observed rate -18.62%/yr → clamped to -3.50%/yr
amf,Hamer-Bana-Kara,42800,28893,42800,0.0,no observed rate; projected flat
amj,Amdang,5000,2265,5000,0.0,no observed rate; projected flat
amm,Ama,450,304,450,0.0,no observed rate; projected flat
amn,Amanab,3500,1585,3500,0.0,no observed rate; projected flat
amp,Alamblak,1200,544,1200,0.0,no observed rate; projected flat
amq,Amahai,50,10,50,0.0,no observed rate; projected flat
amt,Amto,230,104,230,0.0,no observed rate; projected flat
amu,Guerrero Amuzgo,55000,37128,55000,0.0,no observed rate; projected flat
amx,Anmatyerre,750,340,750,0.0,no observed rate; projected flat
ani,Andi,15000,10126,15000,0.0,no observed rate; projected flat
anj,Anor,450,204,450,0.0,no observed rate; projected flat
anm,Anal,55000,24913,55000,0.0,no observed rate; projected flat
anq,Jarawa,340,230,340,0.0,no observed rate; projected flat
ant,Antakirinya,50,10,50,0.0,no observed rate; projected flat
anv,Denya,11200,7561,11200,0.0,no observed rate; projected flat
anw,Anaang,733040,494846,733040,0.0,no observed rate; projected flat
anz,Anem,843,382,843,0.0,no observed rate; projected flat
aoc,Pemón,24033,16224,24033,0.0,no observed rate; projected flat
aod,Andarum,830,376,830,0.0,no observed rate; projected flat
aof,Bragat,355,161,355,0.0,no observed rate; projected flat
aoi,Anindilyakwa,1500,679,1500,0.0,no observed rate; projected flat
aoj,Mufian,10646,7187,10646,0.0,no observed rate; projected flat
aok,Arhö,62,12,62,0.0,no observed rate; projected flat
aon,Bumbita,2353,1066,2353,0.0,no observed rate; projected flat
aos,Taikat,300,136,300,0.0,no observed rate; projected flat
aoz,Uab Meto,700000,472542,700000,0.0,no observed rate; projected flat
ape,Bukiyip,12000,5436,12000,0.0,no observed rate; projected flat
aph,Athpariya,1829,828,1829,0.0,no observed rate; projected flat
apj,Jicarilla Apache,300,136,300,0.0,no observed rate; projected flat
apm,Mescalero-Chiricahua,1500,679,1500,0.0,no observed rate; projected flat
apt,Apatani,14000,9451,14000,0.0,no observed rate; projected flat
apu,Apuriná,400,181,400,0.0,no observed rate; projected flat
apw,Western Apache,7000,3171,7000,0.0,no observed rate; projected flat
apx,Aputai,150,68,150,0.0,no observed rate; projected flat
apy,Apalaí,317,144,317,0.0,no observed rate; projected flat
aqc,Archi,1237,560,1237,0.0,no observed rate; projected flat
aqd,Ampari,5200,2355,5200,0.0,no observed rate; projected flat
aqn,Northern Alta,240,109,240,0.0,no observed rate; projected flat
aqt,Angaité,780,156,780,0.0,no observed rate; projected flat
are,Western Arrarnte,1500,679,1500,0.0,no observed rate; projected flat
arg,Aragonese,5000,2265,5000,0.0,no observed rate; projected flat
arh,Ica,14799,9990,14799,0.0,no observed rate; projected flat
arn,Mapudungun,258413,117052,258413,0.0,no observed rate; projected flat
aro,Araona,140,63,206,0.014716,observed rate 72.84%/yr → clamped to 1.50%/yr
arp,Arapaho,1000,200,1000,0.0,no observed rate; projected flat
arr,Karo (Brazil),200,91,200,0.0,no observed rate; projected flat
arv,Arbore,4441,2012,4441,0.0,no observed rate; projected flat
arw,Lokono,1000,200,1000,0.0,no observed rate; projected flat
asb,Assiniboine,75,34,75,0.0,no observed rate; projected flat
asf,Australian Sign Language,6500,2944,6500,0.0,no observed rate; projected flat
ask,Ashkun,3500,1585,3500,0.0,no observed rate; projected flat
asn,Asuriní of Xingú,110,50,44,-0.033713,observed rate -11.29%/yr → clamped to -3.50%/yr
asr,Asuri,7000,3171,7000,0.0,no observed rate; projected flat
ast,Asturian,110000,74257,110000,0.0,no observed rate; projected flat
asu,Asuriní do Tocantins,384,174,384,0.0,no observed rate; projected flat
ata,Pele-Ata,2000,906,2000,0.0,no observed rate; projected flat
atj,Attikamek,3000,2025,3000,0.0,no observed rate; projected flat
atk,Ati (Philippines),1044,473,413,-0.035039,observed rate -30.40%/yr → clamped to -3.50%/yr
atn,Ashtiani,21100,14244,21100,0.0,no observed rate; projected flat
ato,Atong (Cameroon),4200,2835,4200,0.0,no observed rate; projected flat
atr,Waimirí-Atroarí,1120,507,1120,0.0,no observed rate; projected flat
atu,Reel,50000,33753,50000,0.0,no observed rate; projected flat
atv,Northern Altai,5000,2265,5000,0.0,no observed rate; projected flat
auc,Waorani,1616,732,1616,0.0,no observed rate; projected flat
aud,Anuta,340,154,340,0.0,no observed rate; projected flat
aue,ǂKx'au||'ein,5500,2491,5500,0.0,no observed rate; projected flat
aug,Aguna,3470,1572,3470,0.0,no observed rate; projected flat
aui,Anuki,574,260,574,0.0,no observed rate; projected flat
auj,Awjilah,1000,453,1000,0.0,no observed rate; projected flat
auk,Heyo,912,413,912,0.0,no observed rate; projected flat
aul,Aulua,750,340,750,0.0,no observed rate; projected flat
auq,Anus,320,145,320,0.0,no observed rate; projected flat
aur,Aruek,614,278,614,0.0,no observed rate; projected flat
aut,Austral,8000,3624,8000,0.0,no observed rate; projected flat
auu,Auye,350,159,350,0.0,no observed rate; projected flat
auw,Awyi,400,181,400,0.0,no observed rate; projected flat
auz,Uzbeki Spoken Arabic,700,317,700,0.0,no observed rate; projected flat
avt,Au,4200,1902,4200,0.0,no observed rate; projected flat
awc,Cicipu,20000,13501,20000,0.0,no observed rate; projected flat
awh,Awbono,100,68,100,0.0,no observed rate; projected flat
awm,Arawum,73,15,73,0.0,no observed rate; projected flat
awn,Awngi,500000,337530,500000,0.0,no observed rate; projected flat
awr,Awera,100,45,100,0.0,no observed rate; projected flat
awt,Araweté,339,154,339,0.0,no observed rate; projected flat
aww,Awun,384,174,384,0.0,no observed rate; projected flat
axk,Yaka,30000,20252,30000,0.0,no observed rate; projected flat
aya,Awar,576,115,576,0.0,no observed rate; projected flat
ayc,Aymara,2317000,4773412,2317000,0.0,no observed rate; projected flat
ayo,Ayoreo,1585,718,1585,0.0,no observed rate; projected flat
ayp,North Mesopotamian Arabic,140000,94508,140000,0.0,no observed rate; projected flat
ayq,Ayi,430,195,430,0.0,no observed rate; projected flat
ayt,Bataan Ayta,527,239,527,0.0,no observed rate; projected flat
azt,Faire Atta,475,215,475,0.0,no observed rate; projected flat
azz,Eastern Nahua,125000,84382,125000,0.0,no observed rate; projected flat
baf,Nubaca,800,362,800,0.0,no observed rate; projected flat
bao,Bará,130,59,130,0.0,no observed rate; projected flat
bap,Bantawa,371056,168076,371056,0.0,no observed rate; projected flat
bbf,Baibai,271,123,271,0.0,no observed rate; projected flat
bbh,Bugan,2700,1823,2700,0.0,no observed rate; projected flat
bbi,Barombi,3000,1359,3000,0.0,no observed rate; projected flat
bbk,Babanki,20000,9059,20000,0.0,no observed rate; projected flat
bbl,Batsbi,800,160,800,0.0,no observed rate; projected flat
bbs,Bakpinka,3416,1547,3416,0.0,no observed rate; projected flat
bbu,Kulung (Nigeria),15000,10126,15000,0.0,no observed rate; projected flat
bbx,Bubia,600,120,600,0.0,no observed rate; projected flat
bbz,Babalia Creole Arabic,3940,1785,3940,0.0,no observed rate; projected flat
bcb,Bainouk-Samik,1850,838,1850,0.0,no observed rate; projected flat
bcg,Baga Binari,3000,1359,3000,0.0,no observed rate; projected flat
bck,Bunuba,54,11,54,0.0,no observed rate; projected flat
bcn,Bali,1000,453,1000,0.0,no observed rate; projected flat
bcr,Witsuwit'en,797,160,797,0.0,no observed rate; projected flat
bcw,Bana,23000,15526,23000,0.0,no observed rate; projected flat
bcz,Bainouk-Gunyaamolo,6000,2718,6000,0.0,no observed rate; projected flat
bda,Bayot,17150,11577,17150,0.0,no observed rate; projected flat
bde,Bade,250000,168765,250000,0.0,no observed rate; projected flat
bdj,Bai,2500,1132,2500,0.0,no observed rate; projected flat
bdk,Budukh,5500,2491,5500,0.0,no observed rate; projected flat
bdm,Buduma,54800,36993,54800,0.0,no observed rate; projected flat
bdp,Bende,34145,15467,34145,0.0,no observed rate; projected flat
bdx,Budong-Budong,50,10,50,0.0,no observed rate; projected flat
bea,Dane-Zaa (Beaver),168,34,168,0.0,no observed rate; projected flat
bed,Bedoanas,180,82,180,0.0,no observed rate; projected flat
bee,Byangsi,1500,679,1500,0.0,no observed rate; projected flat
beg,Belait,700,140,700,0.0,no observed rate; projected flat
bek,Bebeli,780,156,780,0.0,no observed rate; projected flat
bep,Behoa,6000,2718,6000,0.0,no observed rate; projected flat
bes,Besme,1230,557,1230,0.0,no observed rate; projected flat
beu,Blagar,5000,2265,5000,0.0,no observed rate; projected flat
bey,Beli (Papua New Guinea),726,490,726,0.0,no observed rate; projected flat
bfc,Lama,15000,6794,15000,0.0,no observed rate; projected flat
bfe,Betaf,600,272,600,0.0,no observed rate; projected flat
bfk,Ban Khor Sign Language,400,181,400,0.0,no observed rate; projected flat
bfn,Bunak,100000,67506,100000,0.0,no observed rate; projected flat
bfq,Badugu,134000,60697,134000,0.0,no observed rate; projected flat
bft,Balti,270000,182266,270000,0.0,no observed rate; projected flat
bfu,Gahri,3500,1585,3500,0.0,no observed rate; projected flat
bfw,Remo,9000,4077,9000,0.0,no observed rate; projected flat
bfz,Mahasu Pahari,500000,337530,500000,0.0,no observed rate; projected flat
bga,Gwamhi-Wuri,16000,10801,16000,0.0,no observed rate; projected flat
bgb,Bobongko,1500,679,1500,0.0,no observed rate; projected flat
bgf,Bangandu,2700,1223,2700,0.0,no observed rate; projected flat
bgg,Bugun,1700,770,1700,0.0,no observed rate; projected flat
bgk,Bit,500,100,500,0.0,no observed rate; projected flat
bgm,Baga Mboteni,2450,1110,2450,0.0,no observed rate; projected flat
bgo,Baga Koga,2500,1132,2500,0.0,no observed rate; projected flat
bgu,Mbongno,5500,2491,5500,0.0,no observed rate; projected flat
bgv,Warkay-Bipim,550,249,550,0.0,no observed rate; projected flat
bgx,Balkan Gagauz Turkish,331000,149932,331000,0.0,no observed rate; projected flat
bgy,Benggoi,320,145,320,0.0,no observed rate; projected flat
bhc,Biga,300,136,300,0.0,no observed rate; projected flat
bhd,Bhadrawahi,34500,23290,34500,0.0,no observed rate; projected flat
bhe,Bhaya,700,317,700,0.0,no observed rate; projected flat
bhf,Busa,240,109,240,0.0,no observed rate; projected flat
bhh,Bukhori,110000,74257,110000,0.0,no observed rate; projected flat
bhl,Bimin,2000,1350,2000,0.0,no observed rate; projected flat
bhm,Baṭḥari,50,10,50,0.0,no observed rate; projected flat
bhp,Bima,500000,337530,500000,0.0,no observed rate; projected flat
bhw,Biak,70000,14009,70000,0.0,no observed rate; projected flat
bif,Biafada,44900,30310,44900,0.0,no observed rate; projected flat
bio,Nai,454,206,454,0.0,no observed rate; projected flat
bit,Berinomo,178,81,178,0.0,no observed rate; projected flat
biu,Biete,19000,12826,19000,0.0,no observed rate; projected flat
biy,Birhor,1000,453,1000,0.0,no observed rate; projected flat
bjh,Bahinemo,700,473,700,0.0,no observed rate; projected flat
bji,Burji,46100,31120,46100,0.0,no observed rate; projected flat
bjl,Bulu,910,412,910,0.0,no observed rate; projected flat
bjm,Bajelani,20000,13501,20000,0.0,no observed rate; projected flat
bkc,"Baka (East Region, Cameroon)",40000,27002,40000,0.0,no observed rate; projected flat
bkf,Beeke,500,226,500,0.0,no observed rate; projected flat
bki,Baki,150,68,150,0.0,no observed rate; projected flat
bkj,Pande,8870,4018,8870,0.0,no observed rate; projected flat
bkk,Brokskat,3000,1359,3000,0.0,no observed rate; projected flat
bkq,Bakairí,900,408,900,0.0,no observed rate; projected flat
bkt,Boloki,4200,1902,4200,0.0,no observed rate; projected flat
bkx,Baikeno,20000,13501,20000,0.0,no observed rate; projected flat
bla,Niitsipowahsin,2800,560,2800,0.0,no observed rate; projected flat
blb,Bilua,8740,3959,8740,0.0,no observed rate; projected flat
blm,Beli (Sudan),6600,2990,6600,0.0,no observed rate; projected flat
blo,Anii,12500,8438,12500,0.0,no observed rate; projected flat
blp,Blablanga,2000,906,2000,0.0,no observed rate; projected flat
bls,Balaesang,3200,1449,3200,0.0,no observed rate; projected flat
blv,Kibala,2627,1773,2627,0.0,no observed rate; projected flat
bly,Notre,2368,1599,2368,0.0,no observed rate; projected flat
bmd,Baga Manduri,4000,1812,4000,0.0,no observed rate; projected flat
bmj,Bote-Majhi,24664,16650,24664,0.0,no observed rate; projected flat
bml,Bomboli,2500,1132,2500,0.0,no observed rate; projected flat
bmp,Bulgebi,50,10,50,0.0,no observed rate; projected flat
bmr,Muinane,78,16,78,0.0,no observed rate; projected flat
bna,Bonerate,5500,2491,5500,0.0,no observed rate; projected flat
bng,Benga,5500,1101,5500,0.0,no observed rate; projected flat
bnk,Bierebo,950,430,950,0.0,no observed rate; projected flat
bnl,Boon,59,12,59,0.0,no observed rate; projected flat
bnp,Bola,13700,9248,13700,0.0,no observed rate; projected flat
bnr,Butmas-Tur,520,236,520,0.0,no observed rate; projected flat
bnw,Bisis,395,179,395,0.0,no observed rate; projected flat
bny,Bintulu,5500,3713,5500,0.0,no observed rate; projected flat
bnz,Beezen,400,181,400,0.0,no observed rate; projected flat
boa,Bora,2500,500,2500,0.0,no observed rate; projected flat
bob,Aweer,100,45,100,0.0,no observed rate; projected flat
boe,Mundabli-Mufu,515,233,515,0.0,no observed rate; projected flat
bok,Bonjo,2500,1132,2500,0.0,no observed rate; projected flat
bop,Bonkiman,180,82,180,0.0,no observed rate; projected flat
boq,Bogaya,300,136,300,0.0,no observed rate; projected flat
bor,Bororo,1392,631,1392,0.0,no observed rate; projected flat
bot,Bongo,10100,6818,10100,0.0,no observed rate; projected flat
bou,Bondei,80000,54005,80000,0.0,no observed rate; projected flat
bov,Tuwuli,11000,7426,11000,0.0,no observed rate; projected flat
bow,Rema,54,11,54,0.0,no observed rate; projected flat
bpg,Bonggo,432,86,432,0.0,no observed rate; projected flat
bph,Botlikh,6500,2944,6500,0.0,no observed rate; projected flat
bpi,Bagupi,58,26,58,0.0,no observed rate; projected flat
bpk,'Ôrôê,590,267,590,0.0,no observed rate; projected flat
bpp,Kaure,450,204,450,0.0,no observed rate; projected flat
bpw,Bo,76,15,76,0.0,no observed rate; projected flat
bpy,Bishnupuriya,72899,49211,72899,0.0,no observed rate; projected flat
bqa,Tchumbuli,1838,368,1838,0.0,no observed rate; projected flat
bqg,Bago-Kusuntu,7500,3397,7500,0.0,no observed rate; projected flat
bqh,Baima,10000,4530,10000,0.0,no observed rate; projected flat
bqj,Bandial,7000,3171,7000,0.0,no observed rate; projected flat
bqq,Biritai,250,113,250,0.0,no observed rate; projected flat
bqs,Bosmun,884,400,884,0.0,no observed rate; projected flat
bqu,Boguru,250,113,250,0.0,no observed rate; projected flat
bqy,Kata Kolok,175,79,175,0.0,no observed rate; projected flat
brb,Lave,32230,21757,32230,0.0,no observed rate; projected flat
brd,Baram,53,11,53,0.0,no observed rate; projected flat
bre,Breton,206000,139062,206000,0.0,no observed rate; projected flat
brl,Birwa,55000,37128,55000,0.0,no observed rate; projected flat
brm,Barambu,25600,17282,25600,0.0,no observed rate; projected flat
bro,Brokkat,300,136,300,0.0,no observed rate; projected flat
brq,Breri,720,326,720,0.0,no observed rate; projected flat
brs,Baras,200,91,200,0.0,no observed rate; projected flat
bru,Eastern Bru,82300,55557,82300,0.0,no observed rate; projected flat
brv,Western Bru,20000,13501,20000,0.0,no observed rate; projected flat
brw,Bellari,1000,453,1000,0.0,no observed rate; projected flat
bry,Burui,150,68,150,0.0,no observed rate; projected flat
bsa,Abinomn,50,10,50,0.0,no observed rate; projected flat
bsc,Bassari,17500,11814,17500,0.0,no observed rate; projected flat
bsg,Bashkardi,7030,3184,7030,0.0,no observed rate; projected flat
bsh,Kati,4400,1993,4400,0.0,no observed rate; projected flat
bsk,Burushaski,100300,45432,100300,0.0,no observed rate; projected flat
bsn,Barasano,1924,872,1924,0.0,no observed rate; projected flat
bsp,Baga Sitemu,4000,1812,4000,0.0,no observed rate; projected flat
bst,Basketo,60000,40504,60000,0.0,no observed rate; projected flat
bsu,Bahonsuai,180,82,180,0.0,no observed rate; projected flat
bsw,Bayso,3200,1449,3200,0.0,no observed rate; projected flat
bsx,Yangkam,400,80,400,0.0,no observed rate; projected flat
btc,Bati (Cameroon),800,362,800,0.0,no observed rate; projected flat
bti,Burate,100,45,100,0.0,no observed rate; projected flat
btp,Budibud,120,54,120,0.0,no observed rate; projected flat
btq,Batek,960,435,960,0.0,no observed rate; projected flat
btv,Bateri,28251,19071,28251,0.0,no observed rate; projected flat
btx,Batak Karo,570000,384784,570000,0.0,no observed rate; projected flat
buh,Younuo Bunu,5500,2491,5500,0.0,no observed rate; projected flat
buk,Bugawac,9690,4389,9690,0.0,no observed rate; projected flat
bup,Busoa,850,385,850,0.0,no observed rate; projected flat
but,Bungain,2451,1110,2451,0.0,no observed rate; projected flat
buv,Bun,194,88,194,0.0,no observed rate; projected flat
buy,Mani,100,20,100,0.0,no observed rate; projected flat
bva,Barain,5000,2265,5000,0.0,no observed rate; projected flat
bvf,Boor,50,10,50,0.0,no observed rate; projected flat
bvj,Baan,2500,1132,2500,0.0,no observed rate; projected flat
bvl,Bolivian Sign Language,550,249,550,0.0,no observed rate; projected flat
bvn,Buna,1259,570,1259,0.0,no observed rate; projected flat
bvp,Bumang,200,91,200,0.0,no observed rate; projected flat
bvq,Birri,200,91,200,0.0,no observed rate; projected flat
bvr,Burarra,500,226,500,0.0,no observed rate; projected flat
bvt,Bati (Indonesia),3500,1585,3500,0.0,no observed rate; projected flat
bvx,Dibole,3500,1585,3500,0.0,no observed rate; projected flat
bwa,Bwatoo,300,136,300,0.0,no observed rate; projected flat
bwb,Namosi,1600,725,1600,0.0,no observed rate; projected flat
bwf,Boselewa,250,113,250,0.0,no observed rate; projected flat
bwi,Baniwa,9554,4328,9554,0.0,no observed rate; projected flat
bwm,Biwat,1642,744,1642,0.0,no observed rate; projected flat
bwn,Wunai Bunu,5500,2491,5500,0.0,no observed rate; projected flat
bwo,Boró,4000,1812,4000,0.0,no observed rate; projected flat
bwz,Bwisi,4250,1925,4250,0.0,no observed rate; projected flat
bxb,Belanda Bor,8000,3624,8000,0.0,no observed rate; projected flat
bxd,Pela,600,405,600,0.0,no observed rate; projected flat
bxl,Jalkunan,600,272,600,0.0,no observed rate; projected flat
bxm,Eastern Buryat,300000,202518,300000,0.0,no observed rate; projected flat
bxq,Bele,120,54,120,0.0,no observed rate; projected flat
bxr,Western Buryat,25000,11324,25000,0.0,no observed rate; projected flat
bxw,Bankagooma,6000,2718,6000,0.0,no observed rate; projected flat
bya,Batak,200,91,200,0.0,no observed rate; projected flat
bye,Pouye,408,185,408,0.0,no observed rate; projected flat
byj,Bina,7000,3171,7000,0.0,no observed rate; projected flat
byl,Bayono,100,68,100,0.0,no observed rate; projected flat
byn,Bilen,90000,60755,90000,0.0,no observed rate; projected flat
byx,Qaqet,15000,6794,15000,0.0,no observed rate; projected flat
byz,Banaro,2569,1164,2569,0.0,no observed rate; projected flat
bzb,Andio,1700,770,1700,0.0,no observed rate; projected flat
bzd,Bribri,7475,3386,7475,0.0,no observed rate; projected flat
bzf,Boiken,35204,23765,35204,0.0,no observed rate; projected flat
bzi,Bisu,1370,621,1370,0.0,no observed rate; projected flat
bzk,Nicaragua Creole English,267500,180578,267500,0.0,no observed rate; projected flat
bzl,"Boano (Sulawesi, Indonesia)",2350,1064,2350,0.0,no observed rate; projected flat
bzm,Bolondo,3000,1359,3000,0.0,no observed rate; projected flat
bzn,"Boano (Maluku, Indonesia)",3240,1468,3240,0.0,no observed rate; projected flat
bzu,Burmeso,250,113,250,0.0,no observed rate; projected flat
bzz,Evant,11000,7426,11000,0.0,no observed rate; projected flat
caa,Ch'orti',9105,4124,9105,0.0,no observed rate; projected flat
cab,Garífuna,100000,67506,100000,0.0,no observed rate; projected flat
cae,Lehar,7500,3397,7500,0.0,no observed rate; projected flat
cag,Nivaclé,8800,3986,8800,0.0,no observed rate; projected flat
cal,Carolinian,3100,1404,3100,0.0,no observed rate; projected flat
can,Chambri,1050,476,1050,0.0,no observed rate; projected flat
cao,Chácobo,1300,878,1915,0.015006,observed rate 30.00%/yr → clamped to 1.50%/yr
cap,Chipaya,1625,736,1625,0.0,no observed rate; projected flat
caq,Car Nicobarese,37000,24977,37000,0.0,no observed rate; projected flat
car,Kari'nja,8600,3896,8600,0.0,no observed rate; projected flat
cas,Mosetén,4800,3240,4800,0.0,no observed rate; projected flat
cav,Cavineña,900,408,900,0.0,no observed rate; projected flat
caw,Kallawaya,54,11,54,0.0,no observed rate; projected flat
cax,Chiquitano,4665,2113,4665,0.0,no observed rate; projected flat
cay,Cayuga,100,20,100,0.0,no observed rate; projected flat
cbb,Cabiyarí,550,249,550,0.0,no observed rate; projected flat
cbc,Carapana,527,239,527,0.0,no observed rate; projected flat
cbg,Chimila,2000,906,2000,0.0,no observed rate; projected flat
cbi,Cha'palaa,7600,3443,11193,0.015007,observed rate 39.07%/yr → clamped to 1.50%/yr
cbn,Nyahkur,10000,4530,10000,0.0,no observed rate; projected flat
cbo,Izora,425,193,425,0.0,no observed rate; projected flat
cbr,Cashibo,1900,861,752,-0.035013,observed rate -62.00%/yr → clamped to -3.50%/yr
cbs,Cashinahua,5253,2379,5253,0.0,no observed rate; projected flat
cbt,Chayahuita,11400,7696,11400,0.0,no observed rate; projected flat
cbu,Candoshi,2060,933,2060,0.0,no observed rate; projected flat
cbv,Kakua,150,68,59,-0.035853,observed rate -62.50%/yr → clamped to -3.50%/yr
cda,Choni,154000,103959,154000,0.0,no observed rate; projected flat
cdf,Chiru,8599,3895,8599,0.0,no observed rate; projected flat
cdh,Chambeali,129654,87524,129654,0.0,no observed rate; projected flat
cdj,Churahi,110552,74629,110552,0.0,no observed rate; projected flat
cdm,Chepang,25097,16942,25097,0.0,no observed rate; projected flat
cdn,Chaudangsi,1750,793,1750,0.0,no observed rate; projected flat
cdz,Koda,25000,16876,25000,0.0,no observed rate; projected flat
ceg,Chamacoco,1300,589,1300,0.0,no observed rate; projected flat
cet,Centúúm,54,11,54,0.0,no observed rate; projected flat
cfd,Cara,1500,679,1500,0.0,no observed rate; projected flat
cfm,Falam Chin,107300,72434,107300,0.0,no observed rate; projected flat
cga,Changriwa,498,226,498,0.0,no observed rate; projected flat
cgk,Chocangacakha,20000,13501,20000,0.0,no observed rate; projected flat
cha,Chamorro,37650,17054,37650,0.0,no observed rate; projected flat
chd,Highland Chontal,3413,1546,3413,0.0,no observed rate; projected flat
chf,Chontal de Tabasco,38000,25652,55963,0.015001,observed rate 4.07%/yr → clamped to 1.50%/yr
chj,Northern Chinantec,37900,25585,37900,0.0,no observed rate; projected flat
cho,Choctaw,10000,6751,10000,0.0,no observed rate; projected flat
chp,Dënesųłiné,2235,1012,2235,0.0,no observed rate; projected flat
